レア度,フォト名,属性,入手,実装日,ページURL,イラストレーター名,変化前アイコンURL,変化後アイコンURL,とくせい(変化前),とくせい(変化後),Lv.1たいりょく,Lv.1こうげき,Lv.1まもり,変化前たいりょく,変化前こうげき,変化前まもり,変化後たいりょく,変化後こうげき,変化後まもり,,EOH
4,あなたにあげるわ,足跡,限定,2021/09/30,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/1EVKe6PCPx.PNG,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/jthh6R6wrI.PNG,ズキンズキン耐性（中）が増加し~~与ダメージが7%増加する,ズキンズキン耐性（中）が増加し~~与ダメージが&color(red){9%}増加する,508,235,213,1228,568,514,1523,704,638,,
3,うれしはずかし,足跡,限定~~イベ報酬,2021/09/30,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/vbqWYuo4Gu.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/3dscQ61S5y.png,バトル開始時にMPが4増加する~~さらにたいりょくが40%以下のときMPが4増加する~~（発動回数：1回）,バトル開始時にMPが&color(red){6}増加する~~さらにたいりょくが&color(red){50%}以下のときMPが4増加する~~（発動回数：1回）,352,212,126,816,491,292,1054,635,378,,
4,シマシマ数え隊,青,限定,2021/10/07,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/xlOtLUQr4k.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/CC8IFtGZfx.png,たいりょくが50%以上のとき~~フレンドリー(緑)属性の相手に対して~~与ダメージと攻撃命中率が8%増加する,たいりょくが&color(red){30%}以上のとき~~フレンドリー(緑)属性の相手に対して~~与ダメージと攻撃命中率が&color(red){10%}増加する,538,229,225,1300,553,543,1612,686,673,,
3,キョウシュウチホーにて,青,配布,2021/10/14,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/VpI2DXe37z.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/1DOqKJolki.png,たいりょくが50%以下のとき~~たいりょくが6%回復し、MPが6増加する~~（発動回数：1回）,たいりょくが50%以下のとき~~たいりょくが&color(red){7%}回復し、MPが&color(red){7}増加する~~（発動回数：1回）,292,144,129,678,334,298,876,432,386,,
4,しょうぶのゆくえ,足跡,限定,2021/10/21,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/yyPAf6RAX1.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/N_W28Q0knr.png,からげんき耐性(中)が増加し~~与ダメージが7%増加する,からげんき耐性&color(red){（高）}が増加し~~与ダメージが&color(red){9%}増加する,394,292,207,952,706,500,1181,875,620,,
4,さるすべり,足跡,限定,2021/10/28,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/7SJAW2xeSD.PNG,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/uQYWJPJExE.PNG,与ダメージが5%増加する~~さらにぼんやりうっかり状態の相手に対して~~追加で与ダメージを5%増加する,与ダメージが&color(red){7%}増加する~~さらにぼんやりうっかり状態の相手に対して~~追加で与ダメージを&color(red){6%}増加する,525,251,195,1269,607,471,1574,753,584,,
3,ハロウィン・サプライズ！,足跡,限定~~イベ報酬,2021/10/28,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/Xvnjkywg7d.PNG,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/HDeNpKav_y.PNG,「Try!!」の与ダメージが5%増加し~~たいりょくが50%以下のとき~~被ダメージが4%減少する,「Try!!」の与ダメージが&color(red){7%}増加し~~たいりょくが&color(red){60%}以下のとき~~被ダメージが&color(red){6%}減少する,207,257,133,480,596,307,621,771,397,,
4,吹け吹け天狗風,足跡,限定,2021/11/04,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/_VhLSJqbGQ.PNG,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/Rw7LXlwXCI.PNG,ファニー(赤)属性の相手に対して~~与ダメージが7%増加し、被ダメージが4%減少する,ファニー(赤)属性の相手に対して~~与ダメージが&color(red){9%}増加し、被ダメージが&color(red){6%}減少する,436,284,191,1054,687,462,1307,852,573,,
4,ゆきふるよあけ,足跡,限定,2021/11/30,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/iJ3xgHawGC.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/PXlQC230_1.png,与ダメージが5%増加する~~さらに地形が寒冷地の場合~~追加で与ダメージが7%増加する,与ダメージが&color(red){7%}増加する~~さらに地形が寒冷地の場合~~追加で与ダメージが&color(red){9%}増加する,563,239,193,1362,577,467,1689,716,579,,
3,秘・湯めぐり！,青,限定~~イベ報酬,2021/11/30,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/rU09wz7aSE.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/neZmzYUZzV.png,たいりょくが30%以下のとき~~味方全体のたいりょくが3%回復する~~（発動回数：1回）,たいりょくが30%以下のとき~~味方全体のたいりょくが&color(red){5%}回復する~~（発動回数：1回）,289,200,159,669,463,367,865,598,475,,
4,こたつでみかん,足跡,限定,2021/12/06,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/20ApItclRZ.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/1hiziHMljs.png,ひやひや耐性(中)が増加し、~~&color(#0075c8){たいりょくが40%以上のとき}~~与ダメージと攻撃命中率が5%増加する,ひやひや耐性(中)が増加し、~~与ダメージと攻撃命中率が5%増加する,412,292,195,996,706,471,1235,876,584,,
4,ゆきみちさんさく,足跡,限定,2021/12/10,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/glFk9oYCWP.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/YqczKWoH9c.png,アクティブ(黄緑)属性の相手に対して与ダメージが9%増加する~~地形が寒冷地の場合、毎ターンMPが2増加する,アクティブ(黄緑)属性の相手に対して与ダメージが&color(red){12%}増加する~~地形が寒冷地の場合、毎ターンMPが&color(red){3}増加する,784,160,190,1897,386,459,2352,479,569,,
3,おそろいなのだ！,青,配布,2021/12/16,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/Lees8PrrsY.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/EXNtvu7jL8.png,ギブアップ中ではない味方が2人以上の場合~~自身の与ダメージが5%増加する,ギブアップ中ではない味方が2人以上の場合~~自身の与ダメージが&color(red){7%}増加する,116,215,122,268,499,282,346,645,365,,
4,まよなかぴかぴか,足跡,限定~~課金パック,2021/12/24,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/T9zVSZdlRv.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/xijAntQ0S9.png,全状態異常耐性（小）が増加し~~「Beat!!!」の与ダメージが5%増加する,全状態異常耐性&color(red){（中）}が増加し~~「Beat!!!」の与ダメージが&color(red){7%}増加する,293,374,126,708,904,304,878,1121,378,,
4,トップスピード！！,青,限定,2022/01/01,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/MnsZUbHx3C.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/t7qODZd1CC.png,自身のたいりょくが50%以下のとき~~ファニー(赤)属性の味方のMPが7増加する~~（発動回数：1回）,自身のたいりょくが50%以下のとき~~ファニー(赤)属性の味方のMPが&color(red){10}増加する~~（発動回数：1回）,547,255,176,1323,617,425,1640,765,528,,
3,ねらいをさだめて,足跡,限定~~イベ報酬,2022/01/01,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/CZOEJz1lns.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/G7NQSna9bl.png,「Action!」の与ダメージが5%増加し~~たいりょくが50%以下のとき~~被ダメージが4%減少する,「Action!」の与ダメージが&color(red){7%}増加し~~たいりょくが&color(red){60%}以下のとき~~被ダメージが&color(red){6%}減少する,239,189,218,553,438,504,715,567,652,,
3,はっぴーたいがーいやー！,足跡,限定~~イベ報酬,2022/01/01,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/vsVny0AXZi.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/sO_REchXMG.png,与ダメージが5%増加し、~~たいりょくが40%以上のとき~~追加で「Beat!!!」の与ダメージが3%増加する,与ダメージが&color(red){6%}増加し、~~たいりょくが40%以上のとき~~追加で「Beat!!!」の与ダメージが&color(red){5%}増加する,225,218,178,522,506,412,675,654,532,,
4,見守っていますよ,足跡,限定,2022/01/07,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/5sUiVqSQmh.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/w9KkzLNMtS.png,ラブリー(桃)属性の相手に対して~~与ダメージが7%増加し、被ダメージが4%減少する,ラブリー(桃)属性の相手に対して~~与ダメージが&color(red){9%}増加し、被ダメージが&color(red){6%}減少する,457,262,218,1104,633,526,1369,785,652,,
4,伝統の味,足跡,限定,2022/01/21,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/7DQENE5o_t.jpg,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/yPu0GobpsD.jpg,被ダメージが5%減少する~~地形が寒冷地の場合、毎ターンたいりょくが2%回復する,被ダメージが&color(red){7%}減少する~~地形が寒冷地の場合、毎ターンたいりょくが&color(red){4%}回復する,621,196,230,1502,472,555,1862,586,689,,
3,チョコレート・トラップ,青,限定~~イベ報酬,2022/01/28,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/u6bhzqPj7r.jpg,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/B27NCPUH8v.jpg,&color(#0075c8){たいりょくが50%以上のとき}~~毎ターンプラズムチャージの効果が1回追加され、~~与ダメージが4％増加する,毎ターンプラズムチャージの効果が1回追加され、~~与ダメージが4％増加する,317,187,178,736,434,412,951,561,532,,
4,ときめきオシャレモード,足跡,限定,2022/01/28,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/xAhSYpL0Wi.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/pMRYJ0ZtfG.jpg,びりびり耐性(中)が増加し、~~&color(#0075c8){たいりょくが40%以上のとき}~~与ダメージと攻撃命中率が5%増加する,びりびり耐性(中)が増加し、~~与ダメージと攻撃命中率が5%増加する,621,217,197,1501,525,475,1861,651,589,,
4,忘れ物は…なかったよね？,足跡,限定,2022/02/04,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/F4_NJGix1A.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/6cACkQK9G3.jpg,与ダメージが5%増加する~~さらにズキンズキン状態の相手に対して~~追加で与ダメージを5%増加する,与ダメージが&color(red){7%}増加する~~さらにズキンズキン状態の相手に対して~~追加で与ダメージを&color(red){6%}増加する,660,211,189,1595,509,456,1978,631,565,,
4,しんけんしょうぶ,足跡,限定,2022/02/18,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/HZQ4FMbGKM.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/Ptnlkn2z7t.png,与ダメージが7%増加する~~さらにたいりょくが50%以下のとき~~毎ターンMPが3増加する,与ダメージが&color(red){9%}増加する~~さらにたいりょくが50%以下のとき~~毎ターンMPが&color(red){4}増加する,509,263,183,1231,636,442,1526,789,548,,
3,ぶゆうでん！,青,限定~~イベ報酬,2022/02/18,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/PeXucTsGH9.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/axNy0cfGn2.png,&color(#0075c8){たいりょくが30%以上のとき}~~ファニー(赤)、ラブリー(桃)属性の相手に対して~~与ダメージが5%増加し、被ダメージが3%減少する,ファニー(赤)、ラブリー(桃)属性の相手に対して~~与ダメージが5%増加し、被ダメージが3%減少する,386,163,175,896,378,405,1158,489,524,,
3,パンキッシュ・ビート,足跡,限定~~イベ報酬,2022/02/28,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/9GqMIpZVxA.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/hUgfL7Yfqj.jpg,バトル開始時にMPが5増加し~~&color(#0075c8){たいりょくが60％以下のとき}~~被ダメージが5%減少する,バトル開始時にMPが5増加し~~被ダメージが5%減少する,289,162,232,671,376,538,867,486,695,,
4,ロックロック,足跡,限定,2022/02/28,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/WJl7Gvu6e2.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/zzWb4Gb3cH.jpg,くたくた耐性(中)が増加し、~~与ダメージが7%増加する,くたくた耐性&color(red){(高)}が増加し~~与ダメージが&color(red){9%}増加する,600,228,219,1450,551,530,1798,684,657,,
4,ぜったいぜつめい！,青,限定,2022/03/07,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/zNNGJTpCeD.jpg,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/fPOyxA3281.jpg,セルリアン戦で「Beat!!!」の与ダメージが10%増加し~~かいひが3%増加する,セルリアン戦で「Beat!!!」の与ダメージが&color(red){13%}増加し~~かいひが&color(red){5%}増加する,422,298,178,1019,721,429,1264,894,532,,
4,まばたき禁止やで！,足跡,限定,2022/03/10,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/iTOyJIzmne.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/Nen9Sc1Vwh.jpg,ちぐはぐリズム耐性(中)が増加し、~~&color(#0075c8){たいりょくが40%以上のとき}~~与ダメージと攻撃命中率が5%増加する,ちぐはぐリズム耐性(中)が増加し、たいりょくが40%以上のとき~~与ダメージと攻撃命中率が5%増加する,533,226,229,1289,546,554,1598,678,687,,
3,ジャパリラインの夜,足跡,配布,2022/03/24,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/bN4NYEipY_.jpg,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/wrxtCHJhsU.jpg,少し狙われやすくなる~~&color(#0075c8){さらにステージの時間が夜の場合、}~~毎ターンたいりょくが3%回復する,少し狙われやすくなり~~毎ターンたいりょくが3%回復する,335,126,142,776,291,329,1003,376,425,,
3,すてっぷあっぷ・アドベンチャー,足跡,限定~~イベ報酬,2022/03/24,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/qMXf8CSEiB.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/259m2qXyAX.jpg,味方全体の与ダメージが2%増加する,味方全体の与ダメージが&color(red){3%}増加する,362,207,121,839,479,280,1085,619,362,,
4,かくれんぼ,足跡,限定,2022/03/31,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/3RvGSMi0xo.jpg,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/t46zRIUAiB.png,ばてばてヒリヒリ耐性(中)が増加し~~与ダメージが7%増加する,ばてばてヒリヒリ耐性(中)が増加し~~与ダメージが&color(red){9%}増加する,584,229,200,1413,552,482,1752,685,598,,
3,たぎってきた！,青,限定~~イベ報酬,2022/03/31,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/UmZ1tRUNM2.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/6bfLfeqM6W.jpg,&color(#0075c8){たいりょくが30%以上のとき}~~マイペース(水)、フレンドリー(緑)属性の相手に対して~~与ダメージが5%増加し、被ダメージが3%減少する,マイペース(水)、フレンドリー(緑)属性の相手に対して~~与ダメージが5%増加し、被ダメージが3%減少する,418,155,175,970,359,406,1254,465,525,,
4,すいすいすい～,足跡,限定,2022/04/07,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/2LNEPURbVD.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/xRQnWbIszp.jpg,ラブリー(桃)属性の相手に対して与ダメージが9%増加する~~地形がみずべの場合、毎ターンMPが2増加する,ラブリー(桃)属性の相手に対して与ダメージが&color(red){12%}増加する~~地形がみずべの場合、毎ターンMPが&color(red){3}増加する,417,271,229,1008,654,552,1250,811,685,,
4,ざぶざぶごろごろ,足跡,限定,2022/04/28,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/dlakMSE2KV.jpg,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/f_cu9sYoHS.jpg,マイペース(水)属性の味方の~~「Beat!!!」の与ダメージが7%増加する,マイペース(水)属性の味方の~~「Beat!!!」の与ダメージが&color(red){8%}増加し~~&color(red){毎ターンMPが1増加する},389,319,184,940,771,445,1165,956,552,,
3,とりーとめんと？,青,限定~~イベ報酬,2022/04/28,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/OJ1G5dol9V.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/ojsI3fTBfM.jpg,&color(#0075c8){&color(#0075c8){たいりょくが50%以上のとき}}~~ズキンズキン耐性(中)が増加し~~与ダメージが3%増加する,ズキンズキン耐性(中)が増加し~~与ダメージが3%増加する,418,171,151,969,395,349,1253,511,452,,
4,てんてんハンティング,足跡,限定,2022/05/05,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/KqiajNwUjW.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/HU8dFKOvQi.jpg,くらくら耐性(中)が増加し~~与ダメージが7%増加する,くらくら耐性&color(red){(高)}が増加し~~与ダメージが&color(red){9%}増加する,674,177,229,1631,428,552,2022,531,685,,
