ID,フレンズ名,属性違い二つ名,HC,ページURL,属性,サブ属性,実装日,実装種別,実装種別詳細,一覧順,アイコンURL,初期けも級,野生大解放,12ポケ,特別衣装数,CV,かいひ,かいひ野生5,ぷらずむ,Beatフラッグ,Actionフラッグ,Tryフラッグ,Beat補正,Action補正,Try補正,Beat補正野生5,Action補正野生5,Try補正野生5,Lv最大けもステ,Lv最大たいりょく,Lv最大こうげき,Lv最大まもり,Lv90けもステ,Lv90たいりょく,Lv90こうげき,Lv90まもり,Lv99けもステ,Lv99たいりょく,Lv99こうげき,Lv99まもり,Lv90野生5けもステ,Lv90野生5たいりょく,Lv90野生5こうげき,Lv90野生5まもり,Lv99野生5けもステ,Lv99野生5たいりょく,Lv99野生5こうげき,Lv99野生5まもり,☆1Lv1たいりょく,☆1Lv1こうげき,☆1Lv1まもり,☆1Lv90たいりょく,☆1Lv90こうげき,☆1Lv90まもり,☆1Lv99たいりょく,☆1Lv99こうげき,☆1Lv99まもり,☆1野生解放1たいりょく,☆1野生解放1こうげき,☆1野生解放1まもり,☆1野生解放2たいりょく,☆1野生解放2こうげき,☆1野生解放2まもり,☆1野生解放3たいりょく,☆1野生解放3こうげき,☆1野生解放3まもり,☆1野生解放4たいりょく,☆1野生解放4こうげき,☆1野生解放4まもり,☆1野生解放5たいりょく,☆1野生解放5こうげき,☆1野生解放5まもり,☆1野生解放1-4合計たいりょく,☆1野生解放1-4合計こうげき,☆1野生解放1-4合計まもり,☆1野生解放1-5合計たいりょく,☆1野生解放1-5合計こうげき,☆1野生解放1-5合計まもり,Lv100+上昇パターン,けものミラクル技名,けものミラクル効果Lv1,けものミラクル効果Lv5,けものミラクル必要MP,けものミラクル＋,とくいわざ技名,とくいわざ効果,たいきスキル技名,たいきスキル効果,たいきスキル発動率,たいきスキル発動回数,とくせい技名,とくせい効果,キセキとくせい技名,キセキとくせい効果,なないろとくせい技名,なないろとくせい効果,自己紹介テキスト,ずかんテキスト,動物フォト属性,動物フォトとくせい効果変化前,動物フォトとくせい効果変化後
ラーテル,ラーテル,,,,アクティブ,,Thu Mar 31 2022 00:00:00 GMT+0900 (日本標準時),限定,シナリオ,237,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/4TsHg0HR_N.jpg,4,〇,,0,,0.01,0.012,50,2,"20,25",30,0.06,0.05,0.05,0.07,0.06,0.06,45157,15570,7789,4667,52607,18138,9074,5437,55601,19170,9591,5746,,,,,,,,,2003,1002,601,10014,5010,3001,,,,1148,574,344,1475,738,442,1885,943,565,1967,984,590,,,,6475,3239,1941,8196,4100,2457,こうげき+65型,,,,,,,,,,,,,,,,,,,,,,
ダンザブロウダヌキ,ダンザブロウダヌキ,,,,リラックス,,Mon Apr 04 2022 00:00:00 GMT+0900 (日本標準時),限定,－,238,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/v7VY_h8vBA.jpg,4,,,1,,0.04,,30,2,"25,30",30,0.05,0.06,0.05,,,,45550,17384,7870,4016,53061,20251,9168,4678,56078,21403,9689,4944,,,,,,,,,2237,1013,517,11181,5061,2581,12228,5535,2823,1281,580,296,1647,746,381,2105,953,486,2196,994,508,,,,7229,3273,1671,,,,こうげき+40型,,,,,,,,,,,,,,,,,,,,,,
ホッキョクグマ,ホッキョクグマ,,,,マイペース,,Thu Apr 07 2022 00:00:00 GMT+0900 (日本標準時),限定,測定,239,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/fpDW3p6YIH.jpg,4,〇,,0,,0.01,0.012,40,2,30,"20,30",0.06,0.05,0.05,0.07,0.06,0.06,44936,17216,7807,3871,52348,20056,9095,4509,55328,21196,9613,4766,,,,,,,,,2215,1005,498,11073,5021,2488,12110,5492,2721,1269,576,286,1631,740,367,2084,945,469,2175,986,489,1903,863,428,7159,3247,1611,9062,4110,2039,こうげき+50型,,,,,,,,,,,,,,,,ベストを尽くすため,自身の攻撃命中率が10%増加し~~ラブリー(桃)属性の相手のかいひが10%減少する~~さらに地形が寒冷地の場合、自身の与ダメージが10%増加し~~かいひが10%増加する,,,,,
ヒメアルマジロ,ヒメアルマジロ,,,,フレンドリー,,Thu Apr 14 2022 00:00:00 GMT+0900 (日本標準時),限定,とくれん,240,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/99iBSbnDhM.jpg,4,〇,,1,,0.01,0.012,10,1,"15,25,30",20,0.05,0.06,0.05,0.06,0.07,0.06,45126,19117,6782,4743,52506,22270,7902,5492,55494,23537,8352,5804,,,,,,,,,2460,873,728,12296,4362,3030,13448,4771,3314,1409,500,348,1811,643,447,2314,821,571,2415,857,596,2113,750,521,7949,2821,1962,10062,3571,2483,,,,,,,,,,,,,,,,,,,,,,,
セイウチ,セイウチ,,,,マイペース,,Thu Apr 21 2022 00:00:00 GMT+0900 (日本標準時),限定,掃除,241,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/LDplRPztb9.jpg,4,〇,,0,,0.01,0.012,10,2,20,"30,30",0.05,0.05,0.06,0.07,0.06,0.06,45007,19513,6698,4651,52362,22732,7802,5385,55343,24026,8246,5692,,,,,,,,,2511,862,714,12551,4306,2972,13727,4710,3251,1438,494,341,1849,635,438,2362,811,560,2465,846,584,,,,8114,2786,1923,10271,3527,2434,たいりょく+50型,,,,,,,,,,,,,,,,,,,,,,
キジ,キジ,,,,ラブリー,,Thu Apr 28 2022 00:00:00 GMT+0900 (日本標準時),限定,シナリオ,242,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/h9XY7Yavqc.jpg,4,〇,,0,,0.01,0.012,30,1,"20,25","20,30",0.05,0.06,0.05,0.06,0.07,0.06,45101,17815,7675,3912,52540,20753,8941,4557,55532,21933,9451,4816,,,,,,,,,2292,987,503,11458,4935,2514,12531,5398,2750,1313,566,289,1688,728,371,2157,929,474,2250,970,494,1969,849,433,7408,3193,1628,9377,4042,2061,,,,,,,,,,,,,,,,,,,,,,,
ホロホロチョウ,ホロホロチョウ,,,,ファニー,,Thu May 05 2022 00:00:00 GMT+0900 (日本標準時),限定,測定,243,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/53TcOC2To7.jpg,4,〇,,0,,0.03,0.032,40,2,"25,25",30,0.05,0.06,0.05,0.06,0.07,0.06,45098,17866,7667,3902,52540,20812,8932,4547,,,,,,,,,,,,,2298,986,502,11490,4930,2509,,,,1317,565,288,1693,727,370,2163,929,473,2257,969,493,,,,7430,3190,1624,9405,4038,2056,,,,,,,,,,,,,,,,,,,,,,,
ヤマタノオロチ,ヤマタノオロチ,,,,アクティブ,,Mon May 09 2022 00:00:00 GMT+0900 (日本標準時),限定,－,244,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/_gdX94OBvJ.jpg,4,,,0,,0.01,,50,3,10,30,0.06,0.05,0.05,,,,45606,18058,8025,3542,53128,21037,9348,4127,56155,22234,9881,4362,,,,,,,,,2323,1032,456,11615,5160,2277,12703,5644,2491,1331,592,261,1711,760,336,2186,972,429,2281,1014,448,,,,7509,3338,1474,,,,こうげき+40型,,,,,,,,,,,,,,,,,,,,,,
アオツラカツオドリ,アオツラカツオドリ,,,,ラブリー,,Fri May 13 2022 00:00:00 GMT+0900 (日本標準時),限定,s2-6章前,245,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/AuOrO2u4hU.png,4,〇,,0,,0.01,0.012,20,2,30,"20,30",0.05,0.05,0.06,0.060000000000000005,0.060000000000000005,0.06999999999999999,44848,18139,6998,4671,52230,21131,8151,5436,55206,22334,8616,5745,,,,,,,,,2334,900,621,11666,4500,3000,12759,4922,3281,1337,516,344,1719,663,442,2196,847,565,2292,884,590,2005,774,516,7544,2910,1941,9549,3684,2457,たいりょく+50型,,,,,,,,,,,,,,,,,,,,,,
ガチャピン,ガチャピン,,,,フレンドリー,,Mon May 16 2022 00:00:00 GMT+0900 (日本標準時),限定,シナリオ,246,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/CaJ2vKYMUK.jpg,4,,,0,,0.04,,60,1,"20,20","20,30",0.05,0.05,0.06,,,,45900,18034,7918,3859,53470,21009,9224,4495,56513,22205,9749,4751,,,,,,,,,2320,1019,496,11600,5092,2480,12687,5569,2713,1329,584,285,1709,750,366,2183,959,467,2278,1000,488,,,,7499,3293,1606,,,,こうげき+40型,,,,,,,,,,,,,,,,,,,,,,
ムック,ムック,,,,ファニー,,Mon May 16 2022 00:00:00 GMT+0900 (日本標準時),限定,シナリオ,247,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/fLg2dTlEHI.jpg,4,,,0,,0.01,,10,1,"20,25,30",20,0.05,0.06,0.05,,,,45886,18743,7229,4602,53441,21835,8421,5355,56485,23077,8901,5660,,,,,,,,,2412,930,612,12056,4649,2955,13185,5085,3232,1381,533,339,1776,685,436,2269,875,557,2368,913,581,,,,7794,3006,1913,,,,たいりょく+50型,,,,,,,,,,,,,,,,,,,,,,
ツシマヤマネコ,ツシマヤマネコ,,,,リラックス,,Thu May 19 2022 00:00:00 GMT+0900 (日本標準時),限定,共闘,248,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/jiz2kWKJfk.jpg,4,〇,,1,,0.04,0.042,10,2,"20,30",30,0.05,0.06,0.05,0.060000000000000005,0.06999999999999999,0.060000000000000005,45116,18553,6965,4689,52545,21613,8114,5456,55539,22843,8576,5768,,,,,,,,,2387,896,624,11933,4479,3012,13051,4899,3295,1367,514,345,1758,660,444,2246,843,567,2344,880,592,2051,770,518,7715,2897,1948,9766,3667,2466,たいりょく+50型,,,,,,,,,,,,,,,,,,,,,,
エメラルドツリーボア,エメラルドツリーボア,,,,アクティブ,,Thu May 26 2022 00:00:00 GMT+0900 (日本標準時),限定,マップ,249,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/lrdSpo_rb4.jpg,4,〇,,1,,0.05,0.052,20,1,"10,25","20,40",0.05,0.05,0.06,0.06,0.06,0.07,45123,19095,6991,4437,52557,22245,8145,5163,55544,23510,8608,5456,,,,,,,,,2457,899,590,12282,4495,2849,13432,4916,3116,1407,516,327,1809,663,420,2312,847,537,2412,883,560,2111,773,490,7940,2909,1844,10051,3682,2334,まもり+50型,,,,,,,,,,,,,,,,,,,,,,
アマゾンツリーボア,アマゾンツリーボア,,,,ファニー,,Thu Jun 02 2022 00:00:00 GMT+0900 (日本標準時),限定,マップ,250,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/mW8CHikPxT.jpg,4,〇,,1,,0.05,0.052,30,3,25,20,0.06,0.05,0.05,0.07,0.06,0.06,45112,16328,7881,4203,52551,19021,9180,4897,55539,20103,9702,5175,,,,,,,,,2101,1014,541,10501,5067,2702,11485,5542,2955,1203,581,310,1547,747,399,1977,954,509,2063,996,531,,,,6790,3278,1749,8595,4149,2214,こうげき+65型,,,,,,,,,,,,,,,,,,,,,,
マサイキリン,マサイキリン,,,,リラックス,,Thu Jun 09 2022 00:00:00 GMT+0900 (日本標準時),限定,測定,251,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/2FLJQ72TuL.png,4,〇,,1,,0.03,0.032,50,1,"20,20","30,40",0.05,0.05,0.06,0.060000000000000005,0.060000000000000005,0.06999999999999999,45118,18187,7270,4379,52550,21186,8469,5097,55541,22392,8951,5387,,,,,,,,,2340,935,582,11697,4675,2812,12793,5113,3076,1340,536,323,1723,689,415,2202,880,530,2298,919,553,,,,7563,3024,1821,9573,3828,2305,,,,,,,,,,,,,,,,,,,,,,,
イリオモテヤマネコ,イリオモテヤマネコ,,,,ラブリー,,Thu Jun 16 2022 00:00:00 GMT+0900 (日本標準時),限定,－,252,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/czcjZkxDz3.jpg,4,〇,,0,,0.06,0.062,60,2,"25,25",20,0.06,0.05,0.05,0.06999999999999999,0.060000000000000005,0.060000000000000005,45054,17430,7798,3858,52484,20305,9084,4494,55471,21460,9601,4750,,,,,60951,23580,10549,5220,2242,1003,496,11210,5015,2480,12260,5485,2713,1285,575,285,1652,739,366,2110,944,467,2202,985,487,1927,862,427,7249,3243,1605,9176,4105,2032,こうげき+40型,,,,,,,,,,,,,,,,,,,,,,
インドサイ,インドサイ,,,,アクティブ,,Thu Jun 23 2022 00:00:00 GMT+0900 (日本標準時),限定,掃除,253,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/1nOAVldOw4-s.jpg,4,〇,,0,,0.03,0.032,20,1,"15,20","30,30",0.05,0.05,0.06,0.06,0.06,0.07,45173,18323,7208,4445,52616,21345,8398,5173,55607,22559,8875,5467,,,,,,,,,2357,927,591,11785,4635,2854,,,,1350,532,328,1736,683,421,2218,873,538,2315,911,561,,,,7619,2999,1848,9644,3796,2339,,,,,,,,,,,,,,,,,,,,,,,
アフリカタテガミヤマアラシ,アフリカタテガミヤマアラシ,,,,マイペース,,Thu Jun 30 2022 00:00:00 GMT+0900 (日本標準時),限定,シナリオ,254,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/wzPqqH83Wr.jpg,4,〇,,0,,0.01,0.012,30,2,20,"20,30",0.05,0.05,0.06,0.060000000000000005,0.060000000000000005,0.06999999999999999,45157,19504,6723,4692,52538,22722,7832,5432,55528,24015,8278,5741,,,,,61012,26386,9095,6309,2509,865,720,12545,4323,2998,13720,4728,3279,1438,496,344,1848,637,442,2361,814,565,2464,850,589,,,,8111,2797,1940,10267,3540,2456,まもり+50型,,,,,,,,,,,,,,,,,,,,,,
ゴルゴプスカバ,ゴルゴプスカバ,,,,ファニー,,Thu Jul 07 2022 00:00:00 GMT+0900 (日本標準時),限定,測定,255,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/RvNencAmxK.png,4,,,2,,0.01,,40,2,25,"20,30",0.06,0.05,0.05,,,,45141,18261,7778,3599,52585,21273,9060,4193,55577,22483,9576,4431,,,,,,,,,2349,1001,463,11745,5001,2313,12845,5470,2530,1346,573,266,1730,737,341,2211,942,436,2307,983,455,,,,7594,3235,1498,,,,こうげき+40型,,,,,,,,,,,,,,,,,,,,,,
ヒゲペンギン,ヒゲペンギン,,,,フレンドリー,,Thu Jul 14 2022 00:00:00 GMT+0900 (日本標準時),限定,とくれん,256,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/BfzbE9OGSZ.jpg,4,〇,,1,,0.01,0.012,40,1,"15,20","30,40",0.05,0.05,0.06,0.06,0.06,0.07,45079,18399,7473,3970,52516,21434,8706,4625,55503,22654,9201,4888,,,,,,,,,2367,962,511,11834,4806,2552,12943,5256,2791,1356,551,293,1743,708,376,2228,905,481,2324,944,502,,,,7651,3108,1652,9685,3934,2091,,,,,,,,,,,,,,,,,,,,,,,
ホラアナライオン,ホラアナライオン,,,,リラックス,,Thu Jul 21 2022 00:00:00 GMT+0900 (日本標準時),限定,掃除,257,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/yMbKblq9g8.jpg,4,〇,,1,,0.01,0.012,50,2,"20,30",20,0.06,0.05,0.05,0.07,0.06,0.06,45320,17322,7814,4010,52797,20179,9103,4672,55801,21327,9621,4938,,,,,,,,,2229,1005,516,11141,5025,2578,12185,5496,2820,1277,576,296,1641,741,380,2097,946,486,2188,987,507,,,,7203,3250,1669,9118,4114,2113,こうげき+50型,,,,,,,,,,,,,,,,,,,,,,
麒麟,麒麟,,,,アクティブ,,Mon Jul 25 2022 00:00:00 GMT+0900 (日本標準時),限定,四神,258,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/B_r0jReY1G.jpg,4,,〇,0,,0.01,,10,1,"20,20","30,30",0.05,0.06,0.05,,,,46817,20197,7037,4774,54527,23528,8198,5555,57628,24867,8664,5871,,,,,,,,,2598,905,635,12990,4525,3065,14207,4949,3352,1489,519,352,1914,667,452,2445,852,578,2551,889,603,,,,8399,2927,1985,,,,たいりょく+50型,,,,,,,,,,,,,,,,平穏の光が差す方へ,味方全体の攻撃命中率が15%増加し~~被ダメージが10%減少する~~さらにアクティブ(黄緑)属性の味方のくらくら耐性(高)が増加する,,,,,
ブチハイエナ,ブチハイエナ,,,,フレンドリー,,Thu Jul 28 2022 00:00:00 GMT+0900 (日本標準時),限定,シナリオ,259,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/TnfI9bZbni.jpg,4,〇,,0,,0.04,0.042,30,2,"25,25",30,0.05,0.06,0.05,0.06,0.07,0.06,45109,18098,7830,3570,52549,21083,9122,4158,55539,22282,9641,4395,,,,,,,,,2328,1008,459,11640,5036,2295,12730,5508,2510,1334,577,263,1715,742,339,2191,948,432,2286,989,451,2001,866,395,7526,3256,1485,9527,4122,1880,こうげき+50型,,,,,,,,,,,,,,,,,,,,,,
ルリコンゴウインコ,ルリコンゴウインコ,,,,マイペース,,Thu Aug 04 2022 00:00:00 GMT+0900 (日本標準時),限定,測定,260,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/qkdq2cTtIh.jpg,4,〇,,0,,0.01,0.012,40,2,10,"30,40",0.05,0.05,0.06,0.06,0.06,0.07,45059,16364,7773,4324,52493,19063,9056,5037,55483,20148,9572,5324,,,,,,,,,2105,1000,556,10525,4999,2780,11511,5468,3041,1206,573,319,1551,737,410,1981,941,524,2067,982,546,,,,6805,3233,1799,8614,4092,2277,こうげき+40型,,,,,,,,,,,,,,,,,,,,,,
ちびくまモン,ちびくまモン,,,,リラックス,,Sat Aug 13 2022 00:00:00 GMT+0900 (日本標準時),限定,シナリオ,261,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/Ln_tJCwF5M.jpg,4,,,0,,0.01,,10,1,"20,20,30",20,0.05,0.06,0.05,,,,45964,19632,6942,4716,53482,22869,8088,5461,56522,24171,8547,5772,,,,,,,,,2526,893,724,12626,4464,3014,13809,4882,3297,1447,512,346,1860,658,444,2377,841,568,2480,877,592,,,,8164,2888,1950,,,,たいりょく+50型,,,,,,,,,,,,,,,,,,,,,,
ひぐまモン,ひぐまモン,,,,マイペース,,Mon Aug 15 2022 00:00:00 GMT+0900 (日本標準時),限定,シナリオ,262,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/HYf96Lgkwp.jpg,4,,,0,,0.01,,40,2,"15,20",30,0.06,0.05,0.05,,,,45908,18662,7850,3714,53479,21740,9145,4326,56520,22976,9665,4572,,,,,,,,,2401,1010,478,12003,5048,2387,13127,5521,2611,1375,579,274,1768,744,352,2259,950,450,2358,992,469,,,,7760,3265,1545,,,,こうげき+40型,,,,,,,,,,,,,,,,,,,,,,
コウノトリ,コウノトリ,,,,ラブリー,,Thu Aug 18 2022 00:00:00 GMT+0900 (日本標準時),限定,掃除,263,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/uV31r544lk.jpg,4,〇,,0,,0.01,0.012,20,1,"20,20,20",20,0.05,0.06,0.05,0.06,0.07,0.06,44806,18389,6912,4679,52182,21423,8051,5445,55156,22642,8510,5756,,,,,,,,,2366,889,622,11828,4444,3005,12936,4861,3287,1355,510,345,1743,655,443,2226,837,566,2323,873,591,,,,7647,2875,1945,9680,3639,2462,たいりょく+50型,,,,,,,,,,,,,,,,,,,,,,
ニホンノウサギ,ニホンノウサギ,,,,ラブリー,,Thu Aug 25 2022 00:00:00 GMT+0900 (日本標準時),限定,測定,264,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/CHDVuzoy31.png,4,〇,,2,,0.05,0.052,50,1,"10,25","30,40",0.05,0.05,0.06,0.06,0.06,0.07,44941,17042,7771,3997,52351,19853,9052,4656,55330,20983,9567,4921,,,,,,,,,2193,1000,514,10961,4996,2569,11988,5464,2810,1256,573,295,1615,737,379,2063,941,484,2153,982,505,1884,859,442,7087,3233,1663,8971,4092,2105,こうげき+50型,,,,,,,,,,,,,,,,,,,,,,
メガネカイマン,メガネカイマン,,,,フレンドリー,,Thu Sep 01 2022 00:00:00 GMT+0900 (日本標準時),限定,－,265,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/HgmBEn36zh.jpg,4,〇,,0,,0.01,0.012,20,2,"20,20",20,0.06,0.05,0.05,0.06,0.06,0.07,45099,19461,6316,5291,52522,22671,7357,6157,55514,23962,7776,6508,,,,,,,,,2504,812,704,12517,4060,3398,13690,4441,3717,1434,466,390,1844,599,501,2356,765,640,2459,798,668,,,,8093,2628,2199,10244,3326,2784,こうげき+40型,,,,,,,,,,,,,,,,,,,,,,
オコジョ,オコジョ,,,,マイペース,,Thu Sep 08 2022 00:00:00 GMT+0900 (日本標準時),限定,掃除,266,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/vckEfLTnwz.jpg,4,〇,,0,,0.04,0.042,30,2,"5,25",30,0.06,0.05,0.05,0.07,0.06,0.06,45109,16941,7866,3979,52548,19736,9163,4635,55541,20859,9685,4899,,,,,,,,,2180,1012,512,10896,5058,2557,11917,5532,2797,1249,580,294,1605,746,377,2051,952,482,2140,994,503,,,,7045,3272,1656,8918,4142,2096,こうげき+50型,,,,,,,,,,,,,,,,,,,,,,
ツクヨミノシンシ,ツクヨミノシンシ,,,,アクティブ,,Thu Sep 15 2022 00:00:00 GMT+0900 (日本標準時),限定,マップ,267,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/iWO_eQOAWV.jpg,4,,,2,,0.01,,50,2,30,"20,30",0.06,0.05,0.05,,,,45736,17377,7836,4163,53277,20243,9128,4849,56307,21394,9647,5125,,,,,,,,,2236,1008,536,11176,5038,2676,12223,5510,2927,1281,578,307,1646,743,395,2104,949,504,2195,990,526,,,,7226,3260,1732,,,,こうげき+50型,,,,,,,,,,,,,,,,,,,,,,
ブラックバック(赤),ブラックバック,解き放たれしダークネスホーン,〇,,ファニー,,Thu Sep 22 2022 00:00:00 GMT+0900 (日本標準時),限定,マップ,268,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/efpwUTFVor.jpg,4,,,6,,0.01,,60,3,25,30,0.06,0.05,0.05,,,,45889,18028,7892,3895,53460,21002,9194,4538,56503,22196,9718,4796,,,,,,,,,2319,1015,501,11595,5075,2505,12681,5551,2740,1329,582,287,1708,748,369,2183,956,472,2277,997,492,,,,7497,3283,1620,,,,こうげき+65型,,,,,,,,,,,,,,,,,,,,,,
ウサギコウモリ,ウサギコウモリ,,,,ラブリー,,Thu Sep 29 2022 00:00:00 GMT+0900 (日本標準時),限定,シナリオ,269,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/h5XIrIPX17.png,4,〇,,1,,0.03,0.032,50,3,20,30,0.06,0.05,0.05,0.06999999999999999,0.060000000000000005,0.060000000000000005,45060,16500,7782,4257,52486,19222,9066,4955,55467,20315,9581,5236,,,,,,,,,2123,1001,566,10613,5004,2734,11607,5473,2990,1216,574,314,1563,738,403,1998,942,515,2084,983,538,,,,6861,3237,1770,8685,4097,2240,こうげき+50型,,,,,,,,,,,,,,,,,,,,,,
シマリス,シマリス,,,,フレンドリー,,Mon Oct 03 2022 00:00:00 GMT+0900 (日本標準時),限定,－,270,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/hmsEM56P5k.jpeg,4,〇,,1,,0.04,0.042,40,1,"20,25","20,30",0.05,0.06,0.05,0.060000000000000005,0.06999999999999999,0.060000000000000005,45045,19053,7078,4284,52464,22196,8245,4986,55451,23459,8715,5269,,,,,60929,25776,9576,5790,2451,911,570,12255,4551,2751,13403,4978,3009,1404,522,316,1805,671,406,2307,857,518,2407,894,541,2106,783,473,7923,2944,1781,10029,3727,2254,こうげき+50型,,,,,,,,,,,,,,,,幸せをつめたほっぺた,フレンドリー(緑)属性の味方のあせあせ耐性(高)が増加し~~ズキンズキン状態の相手に与えるダメージが15％増加する,,,,,
リュウキュウイノシシ,リュウキュウイノシシ,,,,ファニー,,Thu Oct 06 2022 00:00:00 GMT+0900 (日本標準時),限定,測定,271,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/zI1GeA9XcI.png,4,〇,,0,,0.01,0.012,50,2,"15,15",30,0.06,0.05,0.05,0.06999999999999999,0.060000000000000005,0.060000000000000005,45166,18665,7490,3882,52610,21744,8726,4518,55607,22982,9223,4776,,,,,61097,25251,10134,5247,2401,964,516,12005,4817,2493,13130,5269,2727,1376,552,286,1768,710,368,2260,907,470,2358,946,490,,,,7762,3115,1614,9825,3943,2043,こうげき+65型,,,,,,,,,,,,,,,,,,,,,,
シベリアオオヤマネコ,シベリアオオヤマネコ,,,,マイペース,,Thu Oct 13 2022 00:00:00 GMT+0900 (日本標準時),限定,とくれん,272,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/cpme12WBLN.jpg,4,〇,,0,,0.01,0.012,40,1,"20,20","30,30",0.05,0.05,0.06,0.06,0.06,0.07,45153,18599,7023,4602,52587,21667,8181,5355,55578,22900,8646,5660,,,,,,,,,2393,904,612,11962,4516,2955,13083,4939,3232,1371,518,339,1762,666,436,2252,850,557,2350,887,581,,,,7735,2921,1913,9791,3697,2421,こうげき+50型,,,,,,,,,,,,,,,,,,,,,,
ディアトリマ,ディアトリマ,,,,アクティブ,,Thu Oct 20 2022 00:00:00 GMT+0900 (日本標準時),限定,掃除,273,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/ZeM6Yw7J28.jpg,4,〇,,3,,0.01,0.012,70,3,5,40,0.06,0.05,0.05,0.07,0.06,0.06,45175,17910,7945,3506,52628,20865,9256,4084,55623,22052,9783,4316,,,,,,,,,2304,1022,451,11520,5109,2253,12599,5588,2464,1320,586,259,1697,753,332,2168,962,425,2263,1004,443,,,,7448,3305,1459,9428,4184,1847,こうげき+65型,,,,,,,,,,,,,,,,,,,,,,
ブラックマンバ,ブラックマンバ,,,,フレンドリー,,Thu Oct 27 2022 00:00:00 GMT+0900 (日本標準時),限定,シナリオ,274,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/MAEqBTC27E.png,4,〇,,1,,0.01,0.012,60,2,"20,25",30,0.05,0.06,0.05,0.060000000000000005,0.06999999999999999,0.060000000000000005,45117,19590,6955,4290,52550,22822,8102,4993,55541,24120,8563,5278,,,,,,,,,2520,895,571,12600,4472,2756,13780,4891,3015,1444,513,316,1856,659,406,2372,842,519,2475,879,542,,,,8147,2893,1783,10313,3662,2257,こうげき+50型,,,,,,,,,,,,,,,,,,,,,,
ボブキャット,ボブキャット,,,,ラブリー,,Fri Nov 04 2022 00:00:00 GMT+0900 (日本標準時),限定,測定,275,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/_UzzPzGUTO.png,4,〇,,0,,0.04,0.042,30,1,"20,30","20,30",0.05,0.06,0.05,0.06,0.07,0.06,45148,18378,7553,3893,52592,21409,8798,4535,55584,22626,9299,4793,,,,,,,,,2364,972,501,11820,4856,2502,12927,5311,2737,1354,557,287,1741,716,369,2225,915,472,2322,954,492,,,,7642,3142,1620,9673,3977,2051,こうげき+40型,,,,,,,,,,,,,,,,,,,,,,
カニクイアライグマ,カニクイアライグマ,,,,リラックス,マイペース,Fri Nov 11 2022 00:00:00 GMT+0900 (日本標準時),限定,S3-0章,276,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/9w69qNcsUA.png,4,,,2,,0.01,,50,2,"20,20",30,0.06,0.05,0.05,,,,44840,17359,7824,3740,52240,20223,9115,4358,55213,21373,9634,4606,,,,,,,,,2233,1007,481,11165,5031,2404,12211,5503,2630,1279,577,276,1645,742,355,2102,947,453,2193,989,473,,,,7219,3255,1557,,,,こうげき+40型,,,,,,,,,,,,,,,,,,,,,,
